ID	NAME	SEX	COLOR	DATE_OF_BIRTH	WEIGHT	TRAINER	OWNER	BREEDER	FATHER_ID	MOTHER_ID
1062	HORSE 1062	gelding	Bay	31/12/2007	57	698906	717172	263050	604	437
1063	HORSE 1063	stallion	Bay	31/12/2007	57	121976	258101	387587	307	444
1064	HORSE 1064	gelding	Bay	31/12/2006	57	402319	747659	540108	930	974
1065	HORSE 1065	gelding	Bay	31/12/2007	57	212872	669444	511969	918	444
1066	HORSE 1066	mare	Bay	31/12/2007	57	580445	122018	511969	290	633
1067	HORSE 1067	gelding	Bay	31/12/2007	57	984187	597708	136592	166	416
1068	HORSE 1068	mare	Chestnut	31/12/2007	57	726784	376329	511969	496	121
1069	HORSE 1069	stallion	Bay	31/12/2008	57	151200	986171	189435	117	633
1070	HORSE 1070	gelding	Bay	31/12/2008	57	111456	735405	511969	70	8
1071	HORSE 1071	gelding	Chestnut	31/12/2006	57	938012	937950	623536	781	444
1072	HORSE 1072	gelding	Bay	31/12/2008	57	984187	305090	387587	687	988
1073	HORSE 1073	gelding	Bay	31/12/2008	57	341281	561880	955819	684	799
1074	HORSE 1074	stallion	Bay	31/12/2007	57	991002	229726	255015	843	416
1075	HORSE 1075	stallion	Bay	31/12/2007	57	111456	496517	937960	1119	633
1076	HORSE 1076	gelding	Brown	31/12/2008	57	787143	568426	317751	24	45
1077	HORSE 1077	stallion	Bay	31/12/2007	57	248180	546872	575171	386	755
1078	HORSE 1078	mare	Chestnut	21/12/2008	57	642314	925397	432580	406	398
1079	HORSE 1079	mare	Bay	31/12/2006	57	619083	794992	267173	847	391
1080	HORSE 1080	stallion	Bay	31/12/2008	57	151200	986171	189435	27	8
1081	HORSE 1081	stallion	Chestnut	31/12/2006	57	907758	375266	263050	202	549
1082	HORSE 1082	gelding	Bay	31/12/2007	57	787143	859810	991279	728	721
1083	HORSE 1083	stallion	Bay	31/12/2008	57	248180	481803	387587	151	755
1084	HORSE 1084	stallion	Chestnut	31/12/2007	57	186798	794992	937960	520	804
1085	HORSE 1085	stallion	Bay	31/12/2008	57	693551	464769	575171	117	398
1086	HORSE 1086	gelding	Bay	31/12/2007	57	642314	925397	432580	520	437
1087	HORSE 1087	mare	Bay	31/12/2008	57	248180	501470	478841	604	721
1088	HORSE 1088	stallion	Chestnut	31/12/2007	57	341281	739421	419867	247	651
1089	HORSE 1089	stallion	Chestnut	31/12/2008	57	509388	835956	955819	1003	988
1090	HORSE 1090	gelding	Bay	31/12/2009	57	642314	925397	432580	236	964
1091	HORSE 1091	gelding	Bay	31/12/2007	57	968489	245733	226856	197	799
1092	HORSE 1092	gelding	Bay	31/12/2008	57	698906	717172	263050	614	668
1093	HORSE 1093	stallion	Bay	31/12/2007	57	783531	684988	490857	236	888
1094	HORSE 1094	stallion	Chestnut	31/12/2009	57	111456	735405	511969	191	837
1095	HORSE 1095	stallion	Bay	31/12/2008	57	537261	528423	419867	403	803
1096	HORSE 1096	gelding	Bay	31/12/2009	57	341281	954565	850004	1128	799
1097	HORSE 1097	gelding	Bay	31/12/2009	57	341281	794992	511969	56	95
1098	HORSE 1098	gelding	Chestnut	31/12/2008	57	269418	110423	693484	40	37
1099	HORSE 1099	gelding	Bay	31/12/2006	57	615135	734747	991279	58	76
1100	HORSE 1100	gelding	Bay	31/12/2007	57	642314	925397	432580	202	837
1101	HORSE 1101	stallion	Bay	31/12/2007	57	537261	210837	490777	104	804
1102	HORSE 1102	gelding	Bay	31/12/2007	57	248180	520032	490857	423	124
1103	HORSE 1103	gelding	Bay	31/12/2008	57	111456	731878	478841	30	76
1104	HORSE 1104	stallion	Bay	31/12/2007	57	726784	210837	159400	615	974
1105	HORSE 1105	gelding	Chestnut	31/12/2008	57	539827	883920	263050	423	651
1106	HORSE 1106	gelding	Bay	31/12/2007	57	615135	734747	991279	128	124
1107	HORSE 1107	gelding	Bay	31/12/2006	57	765741	229726	315639	1003	888
1108	HORSE 1108	gelding	Bay	31/12/2006	57	341281	835956	564001	839	755
1109	HORSE 1109	stallion	Bay	31/12/2006	57	984187	739421	432580	910	609
1110	HORSE 1110	stallion	Chestnut	31/12/2006	57	121976	717172	432580	418	651
1111	HORSE 1111	stallion	Bay	31/12/2006	57	726784	122018	991279	367	189
1112	HORSE 1112	stallion	Bay	31/12/2008	57	991002	229726	255015	641	721
1113	HORSE 1113	gelding	Chestnut	31/12/2008	57	991002	229726	255015	1119	447
1114	HORSE 1114	gelding	Bay	31/12/2008	57	619083	546872	624569	641	549
1115	HORSE 1115	stallion	Bay	31/12/2006	57	151200	122018	258536	691	124
1116	HORSE 1116	gelding	Bay	31/12/2006	57	121976	229726	285384	722	837
1117	HORSE 1117	stallion	Bay	31/12/2006	57	580445	677945	783985	49	45
1118	HORSE 1118	stallion	Bay	31/12/2007	57	111456	243172	285968	656	391
1119	HORSE 1119	stallion	Bay	31/12/2006	57	173571	375266	783985	51	8
1120	HORSE 1120	gelding	Chestnut	31/12/2006	57	248180	410095	285384	944	755
1121	HORSE 1121	gelding	Bay	31/12/2007	57	642314	229726	850004	18	37
1122	HORSE 1122	stallion	Bay	31/12/2007	57	931212	561880	850004	843	964
1123	HORSE 1123	gelding	Bay	31/12/2008	57	254734	229726	809715	58	95
1124	HORSE 1124	mare	Bay	31/12/2007	57	580445	677945	783985	60	7
1125	HORSE 1125	stallion	Bay	31/12/2007	57	169863	717172	540108	615	574
1126	HORSE 1126	gelding	Chestnut	31/12/2009	57	642314	481803	432580	1128	251
1127	HORSE 1127	gelding	Grey	31/12/2008	57	173571	375266	783985	520	189
1128	HORSE 1128	stallion	Bay	31/12/2009	57	249592	422195	314933	85	45
1129	HORSE 1129	stallion	Bay	31/12/2007	57	173571	375266	783985	423	837
1130	HORSE 1130	gelding	Bay	31/12/2007	57	787143	382923	919877	96	76
1131	CHRIS	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	549
1132	KATY	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	549
1133	CATY	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	549
1134	flea	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	549
1135	flee	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	549
1136	Kris	gelding	Chestnut	31/12/2007	57	787143	410095	984177	166	54

